variable,label,code,meaning,category
mtb_07i1,우울증상유병_죽는 것이 낫겠다는 생각,9,모름,정신건강
mtc_03z1,mtc 03z1,77,응답거부,정신건강
mtc_03z1,mtc 03z1,99,모름,정신건강
mtc_04z1,mtc 04z1,77,응답거부,정신건강
mtc_04z1,mtc 04z1,99,모름,정신건강
mtc_05z1,mtc 05z1,77,응답거부,정신건강
mtc_05z1,mtc 05z1,99,모름,정신건강
mtc_06z1,mtc 06z1,77,응답거부,정신건강
mtc_06z1,mtc 06z1,99,모름,정신건강
mtc_08z1,mtc 08z1,77,응답거부,정신건강
mtc_08z1,mtc 08z1,99,모름,정신건강
mtc_09z1,mtc 09z1,77,응답거부,정신건강
mtc_09z1,mtc 09z1,99,모름,정신건강
mtc_10z1,mtc 10z1,77,응답거부,정신건강
mtc_10z1,mtc 10z1,99,모름,정신건강
mtc_11z1,mtc 11z1,77,응답거부,정신건강
mtc_11z1,mtc 11z1,99,모름,정신건강
mtc_12a1,잠자는데 발생한 문제_30분 이내 잠들 수 없음,1,지난 한달 동안 없었다,정신건강
mtc_12a1,잠자는데 발생한 문제_30분 이내 잠들 수 없음,2,한 주에 1번 보다 적게,정신건강
mtc_12a1,잠자는데 발생한 문제_30분 이내 잠들 수 없음,3,한 주에 1~2번 정도,정신건강
mtc_12a1,잠자는데 발생한 문제_30분 이내 잠들 수 없음,4,한 주에 3번 이상,정신건강
mtc_12a1,잠자는데 발생한 문제_30분 이내 잠들 수 없음,7,응답거부,정신건강
mtc_12a1,잠자는데 발생한 문제_30분 이내 잠들 수 없음,9,모름,정신건강
mtc_12b1,잠자는데 발생한 문제_한밤중/새벽에 깸,1,지난 한달 동안 없었다,정신건강
mtc_12b1,잠자는데 발생한 문제_한밤중/새벽에 깸,2,한 주에 1번 보다 적게,정신건강
mtc_12b1,잠자는데 발생한 문제_한밤중/새벽에 깸,3,한 주에 1~2번 정도,정신건강
mtc_12b1,잠자는데 발생한 문제_한밤중/새벽에 깸,4,한 주에 3번 이상,정신건강
mtc_12b1,잠자는데 발생한 문제_한밤중/새벽에 깸,7,응답거부,정신건강
mtc_12b1,잠자는데 발생한 문제_한밤중/새벽에 깸,9,모름,정신건강
mtc_12c1,잠자는데 발생한 문제_화장실 가려고 일어남,1,지난 한달 동안 없었다,정신건강
mtc_12c1,잠자는데 발생한 문제_화장실 가려고 일어남,2,한 주에 1번 보다 적게,정신건강
mtc_12c1,잠자는데 발생한 문제_화장실 가려고 일어남,3,한 주에 1~2번 정도,정신건강
mtc_12c1,잠자는데 발생한 문제_화장실 가려고 일어남,4,한 주에 3번 이상,정신건강
mtc_12c1,잠자는데 발생한 문제_화장실 가려고 일어남,7,응답거부,정신건강
mtc_12c1,잠자는데 발생한 문제_화장실 가려고 일어남,9,모름,정신건강
mtc_12d1,잠자는데 발생한 문제_편하게 숨 쉴 수 없음,1,지난 한달 동안 없었다,정신건강
mtc_12d1,잠자는데 발생한 문제_편하게 숨 쉴 수 없음,2,한 주에 1번 보다 적게,정신건강
mtc_12d1,잠자는데 발생한 문제_편하게 숨 쉴 수 없음,3,한 주에 1~2번 정도,정신건강
mtc_12d1,잠자는데 발생한 문제_편하게 숨 쉴 수 없음,4,한 주에 3번 이상,정신건강
mtc_12d1,잠자는데 발생한 문제_편하게 숨 쉴 수 없음,7,응답거부,정신건강
mtc_12d1,잠자는데 발생한 문제_편하게 숨 쉴 수 없음,9,모름,정신건강
mtc_12e1,잠자는데 발생한 문제_기침하거나 코를 골음,1,지난 한달 동안 없었다,정신건강
mtc_12e1,잠자는데 발생한 문제_기침하거나 코를 골음,2,한 주에 1번 보다 적게,정신건강
mtc_12e1,잠자는데 발생한 문제_기침하거나 코를 골음,3,한 주에 1~2번 정도,정신건강
mtc_12e1,잠자는데 발생한 문제_기침하거나 코를 골음,4,한 주에 3번 이상,정신건강
mtc_12e1,잠자는데 발생한 문제_기침하거나 코를 골음,7,응답거부,정신건강
mtc_12e1,잠자는데 발생한 문제_기침하거나 코를 골음,9,모름,정신건강
mtc_12f1,잠자는데 발생한 문제_춥다고 느낌,1,지난 한달 동안 없었다,정신건강
mtc_12f1,잠자는데 발생한 문제_춥다고 느낌,2,한 주에 1번 보다 적게,정신건강
mtc_12f1,잠자는데 발생한 문제_춥다고 느낌,3,한 주에 1~2번 정도,정신건강
mtc_12f1,잠자는데 발생한 문제_춥다고 느낌,4,한 주에 3번 이상,정신건강
mtc_12f1,잠자는데 발생한 문제_춥다고 느낌,7,응답거부,정신건강
mtc_12f1,잠자는데 발생한 문제_춥다고 느낌,9,모름,정신건강
mtc_12g1,잠자는데 발생한 문제_덥다고 느낌,1,지난 한달 동안 없었다,정신건강
mtc_12g1,잠자는데 발생한 문제_덥다고 느낌,2,한 주에 1번 보다 적게,정신건강
mtc_12g1,잠자는데 발생한 문제_덥다고 느낌,3,한 주에 1~2번 정도,정신건강
mtc_12g1,잠자는데 발생한 문제_덥다고 느낌,4,한 주에 3번 이상,정신건강
mtc_12g1,잠자는데 발생한 문제_덥다고 느낌,7,응답거부,정신건강
mtc_12g1,잠자는데 발생한 문제_덥다고 느낌,9,모름,정신건강
mtc_12h1,잠자는데 발생한 문제_나쁜 꿈을 꿈,1,지난 한달 동안 없었다,정신건강
mtc_12h1,잠자는데 발생한 문제_나쁜 꿈을 꿈,2,한 주에 1번 보다 적게,정신건강
mtc_12h1,잠자는데 발생한 문제_나쁜 꿈을 꿈,3,한 주에 1~2번 정도,정신건강
mtc_12h1,잠자는데 발생한 문제_나쁜 꿈을 꿈,4,한 주에 3번 이상,정신건강
mtc_12h1,잠자는데 발생한 문제_나쁜 꿈을 꿈,7,응답거부,정신건강
mtc_12h1,잠자는데 발생한 문제_나쁜 꿈을 꿈,9,모름,정신건강
mtc_12i1,잠자는데 발생한 문제_통증이 있음,1,지난 한달 동안 없었다,정신건강
mtc_12i1,잠자는데 발생한 문제_통증이 있음,2,한 주에 1번 보다 적게,정신건강
mtc_12i1,잠자는데 발생한 문제_통증이 있음,3,한 주에 1~2번 정도,정신건강
mtc_12i1,잠자는데 발생한 문제_통증이 있음,4,한 주에 3번 이상,정신건강
mtc_12i1,잠자는데 발생한 문제_통증이 있음,7,응답거부,정신건강
mtc_12i1,잠자는데 발생한 문제_통증이 있음,9,모름,정신건강
mtc_12j1,잠자는데 발생한 문제_기타,1,지난 한달 동안 없었다,정신건강
mtc_12j1,잠자는데 발생한 문제_기타,2,한 주에 1번 보다 적게,정신건강
mtc_12j1,잠자는데 발생한 문제_기타,3,한 주에 1~2번 정도,정신건강
mtc_12j1,잠자는데 발생한 문제_기타,4,한 주에 3번 이상,정신건강
mtc_12j1,잠자는데 발생한 문제_기타,7,응답거부,정신건강
mtc_12j1,잠자는데 발생한 문제_기타,9,모름,정신건강
mtc_13z1,전반적인 수면의 질,1,매우 좋음,정신건강
mtc_13z1,전반적인 수면의 질,2,상당히 좋음,정신건강
mtc_13z1,전반적인 수면의 질,3,상당히 나쁨,정신건강
mtc_13z1,전반적인 수면의 질,4,매우 나쁨,정신건강
mtc_13z1,전반적인 수면의 질,7,응답거부,정신건강
mtc_13z1,전반적인 수면의 질,9,모름,정신건강
mtc_14z1,수면을 위한 약 복용,1,지난 한달동안 없었다,정신건강
mtc_14z1,수면을 위한 약 복용,2,한 주에 1번보다 적게,정신건강
mtc_14z1,수면을 위한 약 복용,3,한 주에 1~2번 정도,정신건강
mtc_14z1,수면을 위한 약 복용,4,한 주에 3번 이상,정신건강
mtc_14z1,수면을 위한 약 복용,7,응답거부,정신건강
mtc_14z1,수면을 위한 약 복용,9,모름,정신건강
mtc_15z1,사회활동 시 졸음 정도,1,지난 한달동안 없었다,정신건강
mtc_15z1,사회활동 시 졸음 정도,2,한 주에 1번보다 적게,정신건강
mtc_15z1,사회활동 시 졸음 정도,3,한 주에 1~2번 정도,정신건강
mtc_15z1,사회활동 시 졸음 정도,4,한 주에 3번 이상,정신건강
mtc_15z1,사회활동 시 졸음 정도,7,응답거부,정신건강
mtc_15z1,사회활동 시 졸음 정도,9,모름,정신건강
mtc_16z1,일에 열중하는데 문제 정도,1,전혀 없었다,정신건강
mtc_16z1,일에 열중하는데 문제 정도,2,매우 조금 있었다,정신건강
mtc_16z1,일에 열중하는데 문제 정도,3,다소 있었다,정신건강
mtc_16z1,일에 열중하는데 문제 정도,4,매우 많이 있었다,정신건강
mtc_16z1,일에 열중하는데 문제 정도,7,응답거부,정신건강
mtc_16z1,일에 열중하는데 문제 정도,9,모름,정신건강
mtc_17z1,하루 평균 수면시간_주중,,시간(정수),정신건강
mtc_17z1,하루 평균 수면시간_주중,77,응답거부,정신건강
mtc_17z1,하루 평균 수면시간_주중,99,모름,정신건강
mtc_18z1,하루 평균 수면시간_주말,,시간(정수),정신건강
mtc_18z1,하루 평균 수면시간_주말,77,응답거부,정신건강
mtc_18z1,하루 평균 수면시간_주말,99,모름,정신건강
mtd_01z1,자살생각 경험 여부,1,예,정신건강
mtd_01z1,자살생각 경험 여부,2,아니오,정신건강
mtd_01z1,자살생각 경험 여부,7,응답거부,정신건강
mtd_01z1,자살생각 경험 여부,9,모름,정신건강
mtd_02z1,자살생각으로 인한 정신상담 여부,1,예,정신건강
mtd_02z1,자살생각으로 인한 정신상담 여부,2,아니오,정신건강
mtd_02z1,자살생각으로 인한 정신상담 여부,7,응답거부,정신건강
mtd_02z1,자살생각으로 인한 정신상담 여부,8,비해당,정신건강
mtd_02z1,자살생각으로 인한 정신상담 여부,9,모름,정신건강
mtj_05z2,인지장애 경험 여부,1,예,정신건강
mtj_05z2,인지장애 경험 여부,2,아니오,정신건강
mtj_05z2,인지장애 경험 여부,7,응답거부,정신건강
mtj_05z2,인지장애 경험 여부,8,비해당,정신건강
mtj_05z2,인지장애 경험 여부,9,모름,정신건강
mtj_06z2,인지장애로 인한 일상생활 지장 정도,1,항상 못했다,정신건강
mtj_06z2,인지장애로 인한 일상생활 지장 정도,2,대체로 못했다,정신건강
mtj_06z2,인지장애로 인한 일상생활 지장 정도,3,가끔 못했다,정신건강
mtj_06z2,인지장애로 인한 일상생활 지장 정도,4,거의 못한 적 없다,정신건강
mtj_06z2,인지장애로 인한 일상생활 지장 정도,5,전혀 못한 적 없다,정신건강
mtj_06z2,인지장애로 인한 일상생활 지장 정도,7,응답거부,정신건강
mtj_06z2,인지장애로 인한 일상생활 지장 정도,8,비해당,정신건강
mtj_06z2,인지장애로 인한 일상생활 지장 정도,9,모름,정신건강
mtj_09z2,인지장애로 인한 사회활동 지장 정도,1,항상 못했다,정신건강
mtj_09z2,인지장애로 인한 사회활동 지장 정도,2,대체로 못했다,정신건강
mtj_09z2,인지장애로 인한 사회활동 지장 정도,3,가끔 못했다,정신건강
mtj_09z2,인지장애로 인한 사회활동 지장 정도,4,거의 못한 적 없다,정신건강
mtj_09z2,인지장애로 인한 사회활동 지장 정도,5,전혀 못한 적 없다,정신건강
mtj_09z2,인지장애로 인한 사회활동 지장 정도,7,응답거부,정신건강
mtj_09z2,인지장애로 인한 사회활동 지장 정도,8,비해당,정신건강
mtj_09z2,인지장애로 인한 사회활동 지장 정도,9,모름,정신건강
mtj_10z1,인지장애 상담 경험 여부,1,예,정신건강
mtj_10z1,인지장애 상담 경험 여부,2,아니오,정신건강
mtj_10z1,인지장애 상담 경험 여부,7,응답거부,정신건강
mtj_10z1,인지장애 상담 경험 여부,9,모름,정신건강
mtj_11z1,연간 치매선별검사 수진 여부,1,예,정신건강
mtj_11z1,연간 치매선별검사 수진 여부,2,아니오,정신건강
mtj_11z1,연간 치매선별검사 수진 여부,8,비해당,정신건강
mtj_11z1,연간 치매선별검사 수진 여부,9,모름,정신건강
qoa_01z1,주관적 건강수준,1,매우 좋음,주관적건강수준
qoa_01z1,주관적 건강수준,2,좋음,주관적건강수준
qoa_01z1,주관적 건강수준,3,보통,주관적건강수준
qoa_01z1,주관적 건강수준,4,나쁨,주관적건강수준
qoa_01z1,주관적 건강수준,5,매우 나쁨,주관적건강수준
qoa_01z1,주관적 건강수준,7,응답거부,주관적건강수준
qoa_01z1,주관적 건강수준,9,모름,주관적건강수준
sma_01z1,일반담배 평생흡연 여부,1,5갑(100개비) 미만,흡연
sma_01z1,일반담배 평생흡연 여부,2,5갑(100개비) 이상,흡연
sma_01z1,일반담배 평생흡연 여부,3,피운 적 없다,흡연
sma_01z1,일반담배 평생흡연 여부,7,응답거부,흡연
sma_01z1,일반담배 평생흡연 여부,8,비해당,흡연
sma_01z1,일반담배 평생흡연 여부,9,모름,흡연
sma_03z2,일반담배 현재흡연 여부,1,매일 피운다,흡연
sma_03z2,일반담배 현재흡연 여부,2,가끔 피운다,흡연
sma_03z2,일반담배 현재흡연 여부,3,과거에는 피웠으나 현재 피우지 않는다,흡연
sma_03z2,일반담배 현재흡연 여부,7,응답거부,흡연
sma_03z2,일반담배 현재흡연 여부,8,비해당,흡연
sma_03z2,일반담배 현재흡연 여부,9,모름,흡연
sma_08z1,액상형 전자담배 평생사용,1,예,흡연
sma_08z1,액상형 전자담배 평생사용,2,아니오,흡연
sma_08z1,액상형 전자담배 평생사용,7,응답거부,흡연
sma_08z1,액상형 전자담배 평생사용,8,비해당,흡연
sma_08z1,액상형 전자담배 평생사용,9,모름,흡연
sma_11z2,액상형 전자담배 현재사용(한 달 일수),,일수(정수),흡연
sma_11z2,액상형 전자담배 현재사용(한 달 일수),77,응답거부,흡연
sma_11z2,액상형 전자담배 현재사용(한 달 일수),88,비해당,흡연
sma_11z2,액상형 전자담배 현재사용(한 달 일수),99,모름,흡연
sma_12z2,기타담배제품 사용경험 여부,1,최근 1달 이내,흡연
sma_12z2,기타담배제품 사용경험 여부,2,과거만,흡연
sma_12z2,기타담배제품 사용경험 여부,3,없음,흡연
sma_12z2,기타담배제품 사용경험 여부,7,응답거부,흡연
sma_12z2,기타담배제품 사용경험 여부,8,비해당,흡연
sma_12z2,기타담배제품 사용경험 여부,9,모름,흡연
sma_36z1,궐련형 전자담배 평생사용,1,예,흡연
sma_36z1,궐련형 전자담배 평생사용,2,아니오,흡연
sma_36z1,궐련형 전자담배 평생사용,7,응답거부,흡연
sma_36z1,궐련형 전자담배 평생사용,8,비해당,흡연
sma_36z1,궐련형 전자담배 평생사용,9,모름,흡연
sma_37z1,궐련형 전자담배 현재사용,1,매일,흡연
sma_37z1,궐련형 전자담배 현재사용,2,가끔,흡연
sma_37z1,궐련형 전자담배 현재사용,3,과거만,흡연
sma_37z1,궐련형 전자담배 현재사용,7,응답거부,흡연
sma_37z1,궐련형 전자담배 현재사용,8,비해당,흡연
sma_37z1,궐련형 전자담배 현재사용,9,모름,흡연
smb_01z1,매일흡연자의 하루 평균 흡연량,,개비 수(정수),흡연
smb_01z1,매일흡연자의 하루 평균 흡연량,777,응답거부,흡연
smb_01z1,매일흡연자의 하루 평균 흡연량,888,비해당,흡연
smb_01z1,매일흡연자의 하루 평균 흡연량,999,모름,흡연
smb_02z1,가끔흡연자의 최근 1달 흡연일수,,일수(정수),흡연
smb_02z1,가끔흡연자의 최근 1달 흡연일수,77,응답거부,흡연
smb_02z1,가끔흡연자의 최근 1달 흡연일수,88,비해당,흡연
smb_02z1,가끔흡연자의 최근 1달 흡연일수,99,모름,흡연
smb_03z1,가끔흡연자의 하루 평균 흡연량,,개비 수(정수),흡연
smb_03z1,가끔흡연자의 하루 평균 흡연량,777,응답거부,흡연
smb_03z1,가끔흡연자의 하루 평균 흡연량,888,비해당,흡연
smb_03z1,가끔흡연자의 하루 평균 흡연량,999,모름,흡연
smb_04z1,과거흡연자의 흡연기간(년),,년(정수),흡연
smb_04z1,과거흡연자의 흡연기간(년),77,응답거부,흡연
smb_04z1,과거흡연자의 흡연기간(년),88,비해당,흡연
smb_04z1,과거흡연자의 흡연기간(년),99,모름,흡연
smb_05z1,과거흡연자의 흡연기간(월),,개월(정수),흡연
smb_05z1,과거흡연자의 흡연기간(월),77,응답거부,흡연
smb_05z1,과거흡연자의 흡연기간(월),88,비해당,흡연
smb_05z1,과거흡연자의 흡연기간(월),99,모름,흡연
smb_06z1,과거흡연자의 하루 평균 흡연량,,개비 수(정수),흡연
smb_06z1,과거흡연자의 하루 평균 흡연량,777,응답거부,흡연
smb_06z1,과거흡연자의 하루 평균 흡연량,888,비해당,흡연
smb_06z1,과거흡연자의 하루 평균 흡연량,999,모름,흡연
smb_09z1,과거흡연자의 금연기간,1,1년 미만,흡연
smb_09z1,과거흡연자의 금연기간,2,1년-5년 미만,흡연
smb_09z1,과거흡연자의 금연기간,3,5년-10년 미만,흡연
smb_09z1,과거흡연자의 금연기간,4,10년-15년 미만,흡연
smb_09z1,과거흡연자의 금연기간,5,15년-20년 미만,흡연
smb_09z1,과거흡연자의 금연기간,6,20년 이상,흡연
smb_09z1,과거흡연자의 금연기간,7,응답거부,흡연
smb_09z1,과거흡연자의 금연기간,8,비해당,흡연
smb_09z1,과거흡연자의 금연기간,9,모름,흡연
smb_11z1,궐련형 매일사용자 하루사용량,,개비 수(정수),흡연
smb_11z1,궐련형 매일사용자 하루사용량,777,응답거부,흡연
smb_11z1,궐련형 매일사용자 하루사용량,888,비해당,흡연
smb_11z1,궐련형 매일사용자 하루사용량,999,모름,흡연
smb_12z1,궐련형 가끔사용자 월간일수,,일수(정수),흡연
smb_12z1,궐련형 가끔사용자 월간일수,77,응답거부,흡연
smb_12z1,궐련형 가끔사용자 월간일수,88,비해당,흡연
smb_12z1,궐련형 가끔사용자 월간일수,99,모름,흡연
smb_13z1,궐련형 가끔사용자 일평균량,,개비 수(정수),흡연
smb_13z1,궐련형 가끔사용자 일평균량,777,응답거부,흡연
smb_13z1,궐련형 가끔사용자 일평균량,888,비해당,흡연
smb_13z1,궐련형 가끔사용자 일평균량,999,모름,흡연
smc_08z2,가정실내 간접흡연 여부,1,예,흡연
smc_08z2,가정실내 간접흡연 여부,2,아니오,흡연
smc_08z2,가정실내 간접흡연 여부,9,모름,흡연
smc_09z2,가정실내 간접흡연 경험 여부,1,예,흡연
smc_09z2,가정실내 간접흡연 경험 여부,2,아니오,흡연
smc_09z2,가정실내 간접흡연 경험 여부,8,비해당,흡연
smc_09z2,가정실내 간접흡연 경험 여부,9,모름,흡연
smc_10z2,직장실내 간접흡연 경험 여부,1,예,흡연
smc_10z2,직장실내 간접흡연 경험 여부,2,아니오,흡연
smc_10z2,직장실내 간접흡연 경험 여부,3,직장 없음,흡연
smc_10z2,직장실내 간접흡연 경험 여부,7,응답거부,흡연
smc_10z2,직장실내 간접흡연 경험 여부,9,모름,흡연
smd_01z3,금연계획,1,1개월 내,흡연
smd_01z3,금연계획,2,6개월 내,흡연
smd_01z3,금연계획,3,언젠가,흡연
smd_01z3,금연계획,4,전혀 없음,흡연
smd_01z3,금연계획,7,응답거부,흡연
smd_01z3,금연계획,8,비해당,흡연
smd_01z3,금연계획,9,모름,흡연
smd_02z3,최근 1년 금연시도 여부,1,예,흡연
smd_02z3,최근 1년 금연시도 여부,2,아니오,흡연
smd_02z3,최근 1년 금연시도 여부,7,응답거부,흡연
smd_02z3,최근 1년 금연시도 여부,8,비해당,흡연
smd_02z3,최근 1년 금연시도 여부,9,모름,흡연
smf_01z1,평생 담배제품 사용경험,1,예,흡연
smf_01z1,평생 담배제품 사용경험,2,아니오,흡연
smf_01z1,평생 담배제품 사용경험,7,응답거부,흡연
smf_01z1,평생 담배제품 사용경험,9,모름,흡연
