variable,label,code,meaning,category
oba_03z1,체중_kg,999.0,모름,비만체중조절
oba_03z1,몸무게(kg),,kg(소수1자리),비만체중조절
oba_bmi,체질량지수_BMI,,체중kg나누기신장m제곱,비만체중조절
obb_01z1,체중조절시도여부,1.0,몸무게줄이려고노력,비만체중조절
obb_01z1,체중조절시도여부,2.0,몸무게유지하려고노력,비만체중조절
obb_01z1,체중조절시도여부,3.0,몸무게늘리려고노력,비만체중조절
obb_01z1,체중조절시도여부,4.0,조절노력없음,비만체중조절
obb_01z1,체중조절시도여부,7.0,응답거부,비만체중조절
obb_01z1,체중조절시도여부,9.0,모름,비만체중조절
obb_02a1,체중조절방법_운동,1.0,예,비만체중조절
obb_02a1,체중조절방법_운동,2.0,아니오,비만체중조절
obb_02a1,체중조절방법_운동,7.0,응답거부,비만체중조절
obb_02a1,체중조절방법_운동,8.0,비해당,비만체중조절
obb_02a1,체중조절방법_운동,9.0,모름,비만체중조절
obb_02b1,체중조절방법_단식,1.0,예,비만체중조절
obb_02b1,체중조절방법_단식,2.0,아니오,비만체중조절
obb_02b1,체중조절방법_단식,7.0,응답거부,비만체중조절
obb_02b1,체중조절방법_단식,8.0,비해당,비만체중조절
obb_02b1,체중조절방법_단식,9.0,모름,비만체중조절
obb_02c1,체중조절방법_식사조절,1.0,예,비만체중조절
obb_02c1,체중조절방법_식사조절,2.0,아니오,비만체중조절
obb_02c1,체중조절방법_식사량 감소,7.0,응답거부,비만체중조절
obb_02c1,체중조절방법_식사량 감소,8.0,비해당,비만체중조절
obb_02c1,체중조절방법_식사량 감소,9.0,모름,비만체중조절
obb_02d1,체중조절방법_무처방약물,1.0,예,비만체중조절
obb_02d1,체중조절방법_무처방약물,2.0,아니오,비만체중조절
obb_02d1,체중조절방법_임의약 복용,7.0,응답거부,비만체중조절
obb_02d1,체중조절방법_임의약 복용,8.0,비해당,비만체중조절
obb_02d1,체중조절방법_임의약 복용,9.0,모름,비만체중조절
obb_02e1,체중조절방법_처방약물,1.0,예,비만체중조절
obb_02e1,체중조절방법_처방약물,2.0,아니오,비만체중조절
obb_02e1,체중조절방법_의사처방약 복용,7.0,응답거부,비만체중조절
obb_02e1,체중조절방법_의사처방약 복용,8.0,비해당,비만체중조절
obb_02e1,체중조절방법_의사처방약 복용,9.0,모름,비만체중조절
obb_02f1,체중조절방법_한약,1.0,예,비만체중조절
obb_02f1,체중조절방법_한약,2.0,아니오,비만체중조절
obb_02f1,체중조절방법_한약 복용,7.0,응답거부,비만체중조절
obb_02f1,체중조절방법_한약 복용,8.0,비해당,비만체중조절
obb_02f1,체중조절방법_한약 복용,9.0,모름,비만체중조절
obb_02g1,체중조절방법_건강보조제,1.0,예,비만체중조절
obb_02g1,체중조절방법_건강보조제,2.0,아니오,비만체중조절
obb_02g1,체중조절방법_건강기능식품,7.0,응답거부,비만체중조절
obb_02g1,체중조절방법_건강기능식품,8.0,비해당,비만체중조절
obb_02g1,체중조절방법_건강기능식품,9.0,모름,비만체중조절
obb_02h1,체중조절방법_원푸드다이어트,1.0,예,비만체중조절
obb_02h1,체중조절방법_원푸드다이어트,2.0,아니오,비만체중조절
obb_02h1,체중조절방법_원푸드,7.0,응답거부,비만체중조절
obb_02h1,체중조절방법_원푸드,8.0,비해당,비만체중조절
obb_02h1,체중조절방법_원푸드,9.0,모름,비만체중조절
obb_02i1,체중조절방법_기타,1.0,예,비만체중조절
obb_02i1,체중조절방법_기타,2.0,아니오,비만체중조절
obb_02i1,체중조절방법_기타,7.0,응답거부,비만체중조절
obb_02i1,체중조절방법_기타,8.0,비해당,비만체중조절
obb_02i1,체중조절방법_기타,9.0,모름,비만체중조절
obb_02k1,체중조절방법_결식,1.0,예,비만체중조절
obb_02k1,체중조절방법_결식,2.0,아니오,비만체중조절
obb_02k1,체중조절방법_결식,7.0,응답거부,비만체중조절
obb_02k1,체중조절방법_결식,8.0,비해당,비만체중조절
obb_02k1,체중조절방법_결식,9.0,모름,비만체중조절
ora_01z1,구강건강자기평가,1.0,매우좋음,구강건강
ora_01z1,구강건강자기평가,2.0,좋음,구강건강
ora_01z1,구강건강자기평가,3.0,보통,구강건강
ora_01z1,구강건강자기평가,4.0,나쁨,구강건강
ora_01z1,구강건강자기평가,5.0,매우나쁨,구강건강
ora_01z1,구강건강자기평가,7.0,응답거부,구강건강
ora_01z1,구강건강자기평가,9.0,모름,구강건강
orb_01z1,저작불편여부,1.0,매우불편,구강건강
orb_01z1,저작불편여부,2.0,불편,구강건강
orb_01z1,저작불편여부,3.0,그저그렇다,구강건강
orb_01z1,저작불편여부,4.0,별로불편하지않다,구강건강
orb_01z1,저작불편여부,5.0,전혀불편하지않다,구강건강
orb_01z1,저작불편여부,7.0,응답거부,구강건강
orb_01z1,저작불편여부,9.0,모름,구강건강
ord_01d2,점심후양치여부,1.0,예,구강건강
ord_01d2,점심후양치여부,2.0,아니오,구강건강
ord_01d2,점심후양치여부,3.0,어제점심식사안함,구강건강
ord_01d2,점심후양치여부,7.0,응답거부,구강건강
ord_01d2,점심후양치여부,9.0,모름,구강건강
ord_01f3,저녁양치여부,1.0,예,구강건강
ord_01f3,저녁양치여부,2.0,아니오,구강건강
ord_01f3,저녁양치여부,3.0,어제저녁식사또는잠안잠,구강건강
ord_01f3,저녁양치여부,7.0,응답거부,구강건강
ord_01f3,저녁양치여부,9.0,모름,구강건강
ord_05z1,점심후양치불가이유,1.0,시간없어서,구강건강
ord_05z1,점심후양치불가이유,2.0,칫솔질장소없어서,구강건강
ord_05z1,점심후양치불가이유,3.0,주변사람없어서,구강건강
ord_05z1,점심후양치불가이유,4.0,필요성못느껴서,구강건강
ord_05z1,점심후양치불가이유,5.0,기타,구강건강
ord_05z1,점심후양치불가이유,7.0,응답거부,구강건강
ord_05z1,점심후양치불가이유,8.0,비해당,구강건강
ord_05z1,점심후양치불가이유,9.0,모름,구강건강
ore_02z2,치과진료미수진경험,1.0,예,구강건강
ore_02z2,치과진료미수진경험,2.0,아니오,구강건강
ore_02z2,치과진료미수진경험,3.0,필요없었다,구강건강
ore_02z2,치과진료미수진경험,7.0,응답거부,구강건강
ore_02z2,치과진료미수진경험,9.0,모름,구강건강
ore_03z2,치과미수진이유,1.0,시간없음,구강건강
ore_03z2,치과미수진이유,2.0,증상경미,구강건강
ore_03z2,치과미수진이유,3.0,경제적이유,구강건강
ore_03z2,치과미수진이유,4.0,교통불편거리멀음,구강건강
ore_03z2,치과미수진이유,5.0,대기길어서,구강건강
ore_03z2,치과미수진이유,6.0,예약어려움,구강건강
ore_03z2,치과미수진이유,7.0,치료두려움,구강건강
ore_03z2,치과미수진이유,8.0,기타,구강건강
ore_03z2,치과미수진이유,77.0,응답거부,구강건강
ore_03z2,치과미수진이유,88.0,비해당,구강건강
ore_03z2,치과미수진이유,99.0,모름,구강건강
ore_07z1,연간 스케일링(치석제거) 경험 여부,1.0,예,구강건강
ore_07z1,연간 스케일링(치석제거) 경험 여부,2.0,아니오,구강건강
ore_07z1,연간 스케일링(치석제거) 경험 여부,7.0,응답거부,구강건강
ore_07z1,연간 스케일링(치석제거) 경험 여부,9.0,모름,구강건강
pbhlth_code,보건소번호,,보건소 코드(별도 파일 참조),기본정보
pha_04z1,고강도신체활동일수,7.0,응답거부,신체활동
pha_04z1,고강도신체활동일수,9.0,모름,신체활동
pha_04z1,고강도 신체활동 일수,,일수(정수),신체활동
pha_05z1,고강도 신체활동 시간(시),77.0,응답거부,신체활동
pha_05z1,고강도 신체활동 시간(시),88.0,비해당,신체활동
pha_05z1,고강도 신체활동 시간(시),99.0,모름,신체활동
pha_05z1,고강도 신체활동 시간(시),,시간(정수),신체활동
pha_06z1,고강도 신체활동 시간(분),77.0,응답거부,신체활동
pha_06z1,고강도 신체활동 시간(분),88.0,비해당,신체활동
pha_06z1,고강도 신체활동 시간(분),99.0,모름,신체활동
pha_06z1,고강도 신체활동 시간(분),,분(정수),신체활동
pha_07z1,중강도신체활동일수,7.0,응답거부,신체활동
pha_07z1,중강도신체활동일수,9.0,모름,신체활동
pha_07z1,중강도 신체활동 일수,,일수(정수),신체활동
pha_08z1,중강도 신체활동 시간(시),77.0,응답거부,신체활동
pha_08z1,중강도 신체활동 시간(시),88.0,비해당,신체활동
pha_08z1,중강도 신체활동 시간(시),99.0,모름,신체활동
pha_08z1,중강도 신체활동 시간(시),,시간(정수),신체활동
pha_09z1,중강도 신체활동 시간(분),77.0,응답거부,신체활동
pha_09z1,중강도 신체활동 시간(분),88.0,비해당,신체활동
pha_09z1,중강도 신체활동 시간(분),99.0,모름,신체활동
pha_09z1,중강도 신체활동 시간(분),,분(정수),신체활동
pha_10z1,최근 1주일 유연성 운동 실천,1.0,전혀 하지 않음,신체활동
pha_10z1,최근 1주일 유연성 운동 실천,2.0,1일,신체활동
pha_10z1,최근 1주일 유연성 운동 실천,3.0,2일,신체활동
pha_10z1,최근 1주일 유연성 운동 실천,4.0,3일,신체활동
pha_10z1,최근 1주일 유연성 운동 실천,5.0,4일,신체활동
pha_10z1,최근 1주일 유연성 운동 실천,6.0,5일 이상,신체활동
pha_10z1,최근 1주일 유연성 운동 실천,9.0,모름,신체활동
pha_11z1,유연성운동실천,1.0,예,신체활동
pha_11z1,유연성운동실천,2.0,아니오,신체활동
pha_11z1,유연성운동실천,7.0,응답거부,신체활동
pha_11z1,유연성운동실천,9.0,모름,신체활동
phb_01z1,걷기실천일수,7.0,응답거부,신체활동
phb_01z1,걷기실천일수,9.0,모름,신체활동
phb_01z1,걷기 실천 일수,,일수(정수),신체활동
phb_02z1,걷기 실천 시간(시),77.0,응답거부,신체활동
phb_02z1,걷기 실천 시간(시),88.0,비해당,신체활동
phb_02z1,걷기 실천 시간(시),99.0,모름,신체활동
phb_02z1,걷기 실천 시간(시),,시간(정수),신체활동
phb_03z1,걷기 실천 시간(분),77.0,응답거부,신체활동
phb_03z1,걷기 실천 시간(분),88.0,비해당,신체활동
phb_03z1,걷기 실천 시간(분),99.0,모름,신체활동
phb_03z1,걷기 실천 시간(분),,분(정수),신체활동
qoa_01z1,주관적 건강수준,1.0,매우 좋음,주관적건강수준
qoa_01z1,주관적 건강수준,2.0,좋음,주관적건강수준
qoa_01z1,주관적 건강수준,3.0,보통,주관적건강수준
qoa_01z1,주관적 건강수준,4.0,나쁨,주관적건강수준
qoa_01z1,주관적 건강수준,5.0,매우 나쁨,주관적건강수준
qoa_01z1,주관적 건강수준,7.0,응답거부,주관적건강수준
qoa_01z1,주관적 건강수준,9.0,모름,주관적건강수준
sex,성별,1.0,남자,기본정보
sex,성별,2.0,여자,기본정보
signgu_code,행정기관코드,,행정기관코드 앞 5자리,기본정보
sma_01z1,일반담배평생흡연량,1.0,5갑미만,흡연
sma_01z1,일반담배평생흡연량,2.0,5갑이상,흡연
sma_01z1,일반담배평생흡연량,3.0,피운적없음,흡연
sma_01z1,일반담배평생흡연량,7.0,응답거부,흡연
sma_01z1,일반담배평생흡연량,8.0,비해당,흡연
sma_01z1,일반담배평생흡연량,9.0,모름,흡연
sma_03z2,일반담배현재흡연상태,1.0,매일피움,흡연
sma_03z2,일반담배현재흡연상태,2.0,가끔피움,흡연
sma_03z2,일반담배현재흡연상태,3.0,과거피웠으나현재금연,흡연
sma_03z2,일반담배현재흡연상태,7.0,응답거부,흡연
sma_03z2,일반담배현재흡연상태,8.0,비해당,흡연
sma_03z2,일반담배현재흡연상태,9.0,모름,흡연
sma_08z1,액상형전자담배평생사용,1.0,예,흡연
sma_08z1,액상형전자담배평생사용,2.0,아니오,흡연
sma_08z1,액상형전자담배평생사용,7.0,응답거부,흡연
sma_08z1,액상형전자담배평생사용,8.0,비해당,흡연
sma_08z1,액상형전자담배평생사용,9.0,모름,흡연
sma_11z2,액상형전자담배현재사용,77.0,응답거부,흡연
sma_11z2,액상형전자담배현재사용,88.0,비해당,흡연
sma_11z2,액상형전자담배현재사용,99.0,모름,흡연
sma_11z2,액상형 전자담배 현재사용(한 달 일수),,일수(정수),흡연
sma_12z2,기타담배제품사용경험,1.0,최근1달내,흡연
sma_12z2,기타담배제품사용경험,2.0,과거만,흡연
sma_12z2,기타담배제품사용경험,3.0,없음,흡연
sma_12z2,기타담배제품사용경험,7.0,응답거부,흡연
sma_12z2,기타담배제품사용경험,8.0,비해당,흡연
sma_12z2,기타담배제품사용경험,9.0,모름,흡연
sma_36z1,궐련형전자담배평생사용,1.0,예,흡연
sma_36z1,궐련형전자담배평생사용,2.0,아니오,흡연
sma_36z1,궐련형전자담배평생사용,7.0,응답거부,흡연
sma_36z1,궐련형전자담배평생사용,8.0,비해당,흡연
sma_36z1,궐련형전자담배평생사용,9.0,모름,흡연
sma_37z1,궐련형전자담배현재사용,1.0,매일,흡연
sma_37z1,궐련형전자담배현재사용,2.0,가끔,흡연
sma_37z1,궐련형전자담배현재사용,3.0,과거만,흡연
sma_37z1,궐련형전자담배현재사용,7.0,응답거부,흡연
sma_37z1,궐련형전자담배현재사용,8.0,비해당,흡연
sma_37z1,궐련형전자담배현재사용,9.0,모름,흡연
smb_01z1,매일흡연자하루흡연량,777.0,응답거부,흡연
smb_01z1,매일흡연자하루흡연량,888.0,비해당,흡연
smb_01z1,매일흡연자하루흡연량,999.0,모름,흡연
smb_01z1,매일흡연자의 하루 평균 흡연량,,개비 수(정수),흡연
smb_02z1,가끔흡연자월간흡연일수,77.0,응답거부,흡연
smb_02z1,가끔흡연자월간흡연일수,88.0,비해당,흡연
smb_02z1,가끔흡연자월간흡연일수,99.0,모름,흡연
smb_02z1,가끔흡연자의 최근 1달 흡연일수,,일수(정수),흡연
smb_03z1,가끔흡연자일평균흡연량,777.0,응답거부,흡연
smb_03z1,가끔흡연자일평균흡연량,888.0,비해당,흡연
smb_03z1,가끔흡연자일평균흡연량,999.0,모름,흡연
smb_03z1,가끔흡연자의 하루 평균 흡연량,,개비 수(정수),흡연
smb_04z1,과거흡연자흡연기간_년,77.0,응답거부,흡연
smb_04z1,과거흡연자흡연기간_년,88.0,비해당,흡연
smb_04z1,과거흡연자흡연기간_년,99.0,모름,흡연
smb_04z1,과거흡연자의 흡연기간(년),,년(정수),흡연
smb_05z1,과거흡연자흡연기간_월,77.0,응답거부,흡연
smb_05z1,과거흡연자흡연기간_월,88.0,비해당,흡연
smb_05z1,과거흡연자흡연기간_월,99.0,모름,흡연
smb_05z1,과거흡연자의 흡연기간(월),,개월(정수),흡연
smb_06z1,과거흡연자하루평균흡연량,777.0,응답거부,흡연
smb_06z1,과거흡연자하루평균흡연량,888.0,비해당,흡연
smb_06z1,과거흡연자하루평균흡연량,999.0,모름,흡연
smb_06z1,과거흡연자의 하루 평균 흡연량,,개비 수(정수),흡연
smb_09z1,금연유지기간,1.0,1년미만,흡연
smb_09z1,금연유지기간,2.0,1년이상2년미만,흡연
smb_09z1,금연유지기간,3.0,2년이상5년미만,흡연
smb_09z1,금연유지기간,4.0,5년이상10년미만,흡연
smb_09z1,금연유지기간,5.0,10년이상20년미만,흡연
smb_09z1,금연유지기간,6.0,20년이상,흡연
smb_09z1,금연유지기간,7.0,응답거부,흡연
smb_09z1,금연유지기간,8.0,비해당,흡연
smb_09z1,금연유지기간,9.0,모름,흡연
smb_11z1,궐련형매일사용자하루사용량,777.0,응답거부,흡연
smb_11z1,궐련형매일사용자하루사용량,888.0,비해당,흡연
smb_11z1,궐련형매일사용자하루사용량,999.0,모름,흡연
smb_11z1,궐련형 매일사용자 하루사용량,,개비 수(정수),흡연
smb_12z1,궐련형가끔사용자월간일수,77.0,응답거부,흡연
smb_12z1,궐련형가끔사용자월간일수,88.0,비해당,흡연
smb_12z1,궐련형가끔사용자월간일수,99.0,모름,흡연
smb_12z1,궐련형 가끔사용자 월간일수,,일수(정수),흡연
smb_13z1,궐련형가끔사용자일평균량,777.0,응답거부,흡연
smb_13z1,궐련형가끔사용자일평균량,888.0,비해당,흡연
smb_13z1,궐련형가끔사용자일평균량,999.0,모름,흡연
smb_13z1,궐련형 가끔사용자 일평균량,,개비 수(정수),흡연
smc_08z2,가정내흡연자존재,1.0,예,흡연
smc_08z2,가정내흡연자존재,2.0,아니오,흡연
smc_08z2,가정내흡연자존재,7.0,응답거부,흡연
smc_08z2,가정내흡연자존재,9.0,모름,흡연
smc_09z2,가정간접흡연노출,1.0,예,흡연
smc_09z2,가정간접흡연노출,2.0,아니오,흡연
smc_09z2,가정간접흡연노출,7.0,응답거부,흡연
smc_09z2,가정간접흡연노출,8.0,비해당,흡연
smc_09z2,가정간접흡연노출,9.0,모름,흡연
smc_10z2,직장간접흡연노출,1.0,예,흡연
smc_10z2,직장간접흡연노출,2.0,아니오,흡연
smc_10z2,직장간접흡연노출,3.0,직장없음,흡연
smc_10z2,직장간접흡연노출,7.0,응답거부,흡연
smc_10z2,직장간접흡연노출,8.0,비해당,흡연
smc_10z2,직장간접흡연노출,9.0,모름,흡연
smd_01z3,금연계획,1.0,1개월내,흡연
smd_01z3,금연계획,2.0,6개월내,흡연
smd_01z3,금연계획,3.0,언젠가,흡연
smd_01z3,금연계획,4.0,전혀없음,흡연
smd_01z3,금연계획,7.0,응답거부,흡연
smd_01z3,금연계획,8.0,비해당,흡연
smd_01z3,금연계획,9.0,모름,흡연
smd_02z3,최근1년금연시도여부,1.0,예,흡연
smd_02z3,최근1년금연시도여부,2.0,아니오,흡연
smd_02z3,최근1년금연시도여부,7.0,응답거부,흡연
smd_02z3,최근1년금연시도여부,8.0,비해당,흡연
smd_02z3,최근1년금연시도여부,9.0,모름,흡연
smf_01z1,평생담배제품사용경험,1.0,예,흡연
smf_01z1,평생담배제품사용경험,2.0,아니오,흡연
smf_01z1,평생담배제품사용경험,7.0,응답거부,흡연
smf_01z1,평생담배제품사용경험,9.0,모름,흡연
soa_01z1,경제활동여부,1.0,예,교육경제활동
soa_01z1,경제활동여부,2.0,아니오,교육경제활동
soa_01z1,경제활동여부,7.0,응답거부,교육경제활동
soa_01z1,경제활동여부,9.0,모름,교육경제활동
soa_06z2,직업분류,1.0,관리자,교육경제활동
soa_06z2,직업분류,2.0,전문가및관련종사자,교육경제활동
soa_06z2,직업분류,3.0,사무종사자,교육경제활동
soa_06z2,직업분류,4.0,서비스종사자,교육경제활동
soa_06z2,직업분류,5.0,판매종사자,교육경제활동
soa_06z2,직업분류,6.0,농림어업종사자,교육경제활동
soa_06z2,직업분류,7.0,기능원및관련기능종사자,교육경제활동
soa_06z2,직업분류,8.0,장치기계조작및조립종사자,교육경제활동
soa_06z2,직업분류,9.0,단순노무종사자,교육경제활동
soa_06z2,직업분류,10.0,군인,교육경제활동
soa_06z2,직업분류,77.0,응답거부,교육경제활동
soa_06z2,직업분류,88.0,비해당,교육경제활동
soa_06z2,직업분류,99.0,모름,교육경제활동
soa_07z1,종사상지위,1.0,고용주및자영업자,교육경제활동
soa_07z1,종사상지위,2.0,임금근로자,교육경제활동
soa_07z1,종사상지위,3.0,무급가족종사자,교육경제활동
soa_07z1,종사상지위,7.0,응답거부,교육경제활동
soa_07z1,종사상지위,8.0,비해당,교육경제활동
soa_07z1,종사상지위,9.0,모름,교육경제활동
sob_01z1,교육수준,1.0,무학,교육경제활동
sob_01z1,교육수준,2.0,서당한학,교육경제활동
sob_01z1,교육수준,3.0,초등학교,교육경제활동
sob_01z1,교육수준,4.0,중학교,교육경제활동
sob_01z1,교육수준,5.0,고등학교,교육경제활동
sob_01z1,교육수준,6.0,2년3년제대학,교육경제활동
sob_01z1,교육수준,7.0,4년제대학,교육경제활동
sob_01z1,교육수준,8.0,대학원이상,교육경제활동
sob_01z1,교육수준,77.0,응답거부,교육경제활동
sob_01z1,교육수준,99.0,모름,교육경제활동
sob_02z1,졸업여부,1.0,졸업,교육경제활동
sob_02z1,졸업여부,2.0,수료,교육경제활동
sob_02z1,졸업여부,3.0,중퇴,교육경제활동
sob_02z1,졸업여부,4.0,재학휴학중,교육경제활동
sob_02z1,졸업여부,7.0,응답거부,교육경제활동
sob_02z1,졸업여부,8.0,비해당,교육경제활동
sob_02z1,졸업여부,9.0,모름,교육경제활동
spot_no,표본지점번호,,표본지점 번호,기본정보
wt_h,가구가중치,,가구조사 가중치,기본정보
wt_p,개인가중치,,개인조사 가중치(성/연령 보정),기본정보
